 ,GRUPO A, 
1,DESTROYERS,0,0,0,0,0,0,0
2,GADITAS,0,0,0,0,0,0,0
3,SHADOWS,0,0,0,0,0,0,0
4,BLAZE,0,0,0,0,0,0,0
 ,GRUPO B,
1,Mamutes,0,0,0,0,0,0,0
2,RedFox,0,0,0,0,0,0,0
3,Hunters,0,0,0,0,0,0,0
